S_Label,S_Code,S_CUI,S_Depth,Pre_Label,Pre-Code,Pre_CUI,Pre_Depth,Post_Label,Post_Code,Post_CUI,Post_Depth
Thyroiditis,245,C0040147,4,Thyroiditis,245,C0040147,4,Thyroiditis,D013966,C0040147,6
Acute thyroiditis,245.0,C0001360,5,Thyroiditis,245,C0040147,4,Thyroiditis,D013966,C0040147,6
Subacute thyroiditis,245.1,C0040149,5,Subacute thyroiditis,245.1,C0040149,5,"Thyroiditis, Subacute",D013968,C0040149,7
Chronic lymphocytic thyroiditis,245.2,C0677607,5,Chronic lymphocytic thyroiditis,245.2,C0677607,5,Hashimoto Disease,D050031,C0677607,7
Chronic fibrous thyroiditis,245.3,C0271813,5,Thyroiditis,245,C0040147,4,Thyroiditis,D013966,C0040147,6
Iatrogenic thyroiditis,245.4,C0154163,5,Thyroiditis,245,C0040147,4,Thyroiditis,D013966,C0040147,6
Other and unspecified chronic thyroiditis,245.8,C0029495,5,Thyroiditis,245,C0040147,4,Thyroiditis,D013966,C0040147,6
"Thyroiditis, unspecified",245.9,C0040147,5,"Thyroiditis, unspecified",245.9,C0040147,5,Thyroiditis,D013966,C0040147,6
Other disorders of thyroid,246,C0154164,4,DISORDERS OF THYROID GLAND,240-246.99,C0040128,3,Thyroid Diseases,D013959,C0040128,5
Disorders of thyrocalcitonin secretion,246.0,C0701822,5,DISORDERS OF THYROID GLAND,240-246.99,C0040128,3,Thyroid Diseases,D013959,C0040128,5
Dyshormonogenic goiter,246.1,C0152077,5,DISORDERS OF THYROID GLAND,240-246.99,C0040128,3,Thyroid Diseases,D013959,C0040128,5
Cyst of thyroid,246.2,C0162299,5,DISORDERS OF THYROID GLAND,240-246.99,C0040128,3,Thyroid Diseases,D013959,C0040128,5
Hemorrhage and infarction of thyroid,246.3,C0154166,5,DISORDERS OF THYROID GLAND,240-246.99,C0040128,3,Thyroid Diseases,D013959,C0040128,5
Other specified disorders of thyroid,246.8,C0154167,5,DISORDERS OF THYROID GLAND,240-246.99,C0040128,3,Thyroid Diseases,D013959,C0040128,5
Unspecified disorder of thyroid,246.9,C0040128,5,DISORDERS OF THYROID GLAND,240-246.99,C0040128,3,Thyroid Diseases,D013959,C0040128,5
Diabetes mellitus,250,C0011849,4,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
Diabetes mellitus without mention of complication,250.0,C0271635,5,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled",250.00,C0375113,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled",250.01,C0375114,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled",250.02,C0375115,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes mellitus without mention of complication, type I [juvenile type], uncontrolled",250.03,C0375116,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
Diabetes with ketoacidosis,250.1,C0011880,5,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with ketoacidosis, type II or unspecified type, not stated as uncontrolled",250.10,C0375117,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled",250.11,C0375118,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with ketoacidosis, type II or unspecified type, uncontrolled",250.12,C0375119,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with ketoacidosis, type I [juvenile type], uncontrolled",250.13,C0375120,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
Diabetes mellitus with hyperosmolarity,250.2,C0375121,5,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with hyperosmolarity, type II or unspecified type, not stated as uncontrolled",250.20,C0375122,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with hyperosmolarity, type I [juvenile type], not stated as uncontrolled",250.21,C0375123,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with hyperosmolarity, type II or unspecified type, uncontrolled",250.22,C0375124,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with hyperosmolarity, type I [juvenile type], uncontrolled",250.23,C0375125,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
Diabetes with other coma,250.3,C0011870,5,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with other coma, type II or unspecified type, not stated as uncontrolled",250.30,C0375126,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with other coma, type I [juvenile type], not stated as uncontrolled",250.31,C0375127,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with other coma, type II or unspecified type, uncontrolled",250.32,C0375128,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with other coma, type I [juvenile type], uncontrolled",250.33,C0375129,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
Diabetes with renal manifestations,250.4,C0011881,5,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled",250.40,C0375130,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with renal manifestations, type I [juvenile type], not stated as uncontrolled",250.41,C0375131,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with renal manifestations, type II or unspecified type, uncontrolled",250.42,C0375132,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with renal manifestations, type I [juvenile type], uncontrolled",250.43,C0375133,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
Diabetes with ophthalmic manifestations,250.5,C0342245,5,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with ophthalmic manifestations, type II or unspecified type, not stated as uncontrolled",250.50,C0375134,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with ophthalmic manifestations, type I [juvenile type], not stated as uncontrolled",250.51,C0375135,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with ophthalmic manifestations, type II or unspecified type, uncontrolled",250.52,C0376128,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with ophthalmic manifestations, type I [juvenile type], uncontrolled",250.53,C0375136,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
Diabetes with neurological manifestations,250.6,C0011882,5,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled",250.60,C0375137,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with neurological manifestations, type I [juvenile type], not stated as uncontrolled",250.61,C0375138,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with neurological manifestations, type II or unspecified type, uncontrolled",250.62,C0375139,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with neurological manifestations, type I [juvenile type], uncontrolled",250.63,C0375140,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
Diabetes with peripheral circulatory disorders,250.7,C0011871,5,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with peripheral circulatory disorders, type II or unspecified type, not stated as uncontrolled",250.70,C0375141,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with peripheral circulatory disorders, type I [juvenile type], not stated as uncontrolled",250.71,C0375142,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with peripheral circulatory disorders, type II or unspecified type, uncontrolled",250.72,C0375143,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with peripheral circulatory disorders, type I [juvenile type], uncontrolled",250.73,C0375144,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
Diabetes with other specified manifestations,250.8,C0154183,5,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled",250.80,C0375145,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with other specified manifestations, type I [juvenile type], not stated as uncontrolled",250.81,C0375146,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with other specified manifestations, type II or unspecified type, uncontrolled",250.82,C0375147,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with other specified manifestations, type I [juvenile type], uncontrolled",250.83,C0375148,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
Diabetes with unspecified complication,250.9,C0342257,5,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with unspecified complication, type II or unspecified type, not stated as uncontrolled",250.90,C0375149,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with unspecified complication, type I [juvenile type], not stated as uncontrolled",250.91,C0375150,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with unspecified complication, type II or unspecified type, uncontrolled",250.92,C0375151,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Diabetes with unspecified complication, type I [juvenile type], uncontrolled",250.93,C0375152,6,Diabetes mellitus,250,C0011849,4,Diabetes Mellitus,D003920,C0011849,5
"Hypoglycemia, unspecified",251.2,C0020615,5,"Hypoglycemia, unspecified",251.2,C0020615,5,Hypoglycemia,D007003,C0020615,7
Disorders of parathyroid gland,252,C0030517,4,Disorders of parathyroid gland,252,C0030517,4,Parathyroid Diseases,D010279,C0030517,5
Hyperparathyroidism,252.0,C0020502,5,Hyperparathyroidism,252.0,C0020502,5,Hyperparathyroidism,D006961,C0020502,6
"Hyperparathyroidism, unspecified",252.00,C0020502,6,"Hyperparathyroidism, unspecified",252.00,C0020502,6,Hyperparathyroidism,D006961,C0020502,6
Primary hyperparathyroidism,252.01,C0221002,6,Hyperparathyroidism,252.0,C0020502,5,Hyperparathyroidism,D006961,C0020502,6
"Secondary hyperparathyroidism, non-renal",252.02,C1456268,6,Hyperparathyroidism,252.0,C0020502,5,Hyperparathyroidism,D006961,C0020502,6
Other hyperparathyroidism,252.08,C0348455,6,Hyperparathyroidism,252.0,C0020502,5,Hyperparathyroidism,D006961,C0020502,6
Hypoparathyroidism,252.1,C0020626,5,Disorders of parathyroid gland,252,C0030517,4,Parathyroid Diseases,D010279,C0030517,5
Other specified disorders of parathyroid gland,252.8,C0154195,5,Disorders of parathyroid gland,252,C0030517,4,Parathyroid Diseases,D010279,C0030517,5
Unspecified disorder of parathyroid gland,252.9,C0030517,5,Disorders of parathyroid gland,252,C0030517,4,Parathyroid Diseases,D010279,C0030517,5
Pituitary dwarfism,253.3,C0013338,5,Pituitary dwarfism,253.3,C0013338,5,"Dwarfism, Pituitary",D004393,C0013338,6
Diabetes insipidus,253.5,C0011848,5,Diabetes insipidus,253.5,C0011848,5,Diabetes Insipidus,D003919,C0011848,6
Persistent hyperplasia of thymus,254.0,C0040115,5,Persistent hyperplasia of thymus,254.0,C0040115,5,Thymus Hyperplasia,D013952,C0040115,6
Disorders of adrenal glands,255,C0001621,4,Disorders of adrenal glands,255,C0001621,4,Adrenal Gland Diseases,D000307,C0001621,5
Cushing's syndrome,255.0,C0010481,5,Cushing's syndrome,255.0,C0010481,5,Cushing Syndrome,D003480,C0010481,7
Hyperaldosteronism,255.1,C0020428,5,Hyperaldosteronism,255.1,C0020428,5,Hyperaldosteronism,D006929,C0020428,7
"Hyperaldosteronism, unspecified",255.10,C0020428,6,Hyperaldosteronism,255.1,C0020428,5,Hyperaldosteronism,D006929,C0020428,7
Glucocorticoid-remediable aldosteronism,255.11,C1260386,6,Hyperaldosteronism,255.1,C0020428,5,Hyperaldosteronism,D006929,C0020428,7
Conn's syndrome,255.12,C1384514,6,Hyperaldosteronism,255.1,C0020428,5,Hyperaldosteronism,D006929,C0020428,7
Bartter's syndrome,255.13,C0004775,6,Hyperaldosteronism,255.1,C0020428,5,Hyperaldosteronism,D006929,C0020428,7
Other secondary aldosteronism,255.14,C1260387,6,Hyperaldosteronism,255.1,C0020428,5,Hyperaldosteronism,D006929,C0020428,7
Adrenogenital disorders,255.2,C0701163,5,Disorders of adrenal glands,255,C0001621,4,Adrenal Gland Diseases,D000307,C0001621,5
Other corticoadrenal overactivity,255.3,C0348461,5,Disorders of adrenal glands,255,C0001621,4,Adrenal Gland Diseases,D000307,C0001621,5
Corticoadrenal insufficiency,255.4,C0405580,5,Disorders of adrenal glands,255,C0001621,4,Adrenal Gland Diseases,D000307,C0001621,5
Glucocorticoid deficiency,255.41,C1955741,6,Disorders of adrenal glands,255,C0001621,4,Adrenal Gland Diseases,D000307,C0001621,5
Mineralocorticoid deficiency,255.42,C1955743,6,Disorders of adrenal glands,255,C0001621,4,Adrenal Gland Diseases,D000307,C0001621,5
Other adrenal hypofunction,255.5,C0154205,5,Disorders of adrenal glands,255,C0001621,4,Adrenal Gland Diseases,D000307,C0001621,5
Medulloadrenal hyperfunction,255.6,C0154206,5,Disorders of adrenal glands,255,C0001621,4,Adrenal Gland Diseases,D000307,C0001621,5
Other specified disorders of adrenal glands,255.8,C0154207,5,Disorders of adrenal glands,255,C0001621,4,Adrenal Gland Diseases,D000307,C0001621,5
Unspecified disorder of adrenal glands,255.9,C0001621,5,Unspecified disorder of adrenal glands,255.9,C0001621,5,Adrenal Gland Diseases,D000307,C0001621,5
Premature menopause,256.31,C0025322,6,Premature menopause,256.31,C0025322,6,"Menopause, Premature",D008594,C0025322,7
Polycystic ovaries,256.4,C0032460,5,Polycystic ovaries,256.4,C0032460,5,Polycystic Ovary Syndrome,D011085,C0032460,7
Multiple endocrine neoplasia [MEN] type I,258.01,C0025267,6,Multiple endocrine neoplasia [MEN] type I,258.01,C0025267,6,Multiple Endocrine Neoplasia Type 1,D018761,C0025267,7
Multiple endocrine neoplasia [MEN] type IIA,258.02,C0025268,6,Multiple endocrine neoplasia [MEN] type IIA,258.02,C0025268,6,Multiple Endocrine Neoplasia Type 2a,D018813,C0025268,7
Carcinoid syndrome,259.2,C0024586,5,Carcinoid syndrome,259.2,C0024586,5,Malignant Carcinoid Syndrome,D008303,C0024586,10
Androgen insensitivity syndrome,259.5,C0039585,5,Androgen insensitivity syndrome,259.5,C0039585,5,Androgen-Insensitivity Syndrome,D013734,C0039585,7
"Androgen insensitivity, unspecified",259.50,C2349400,6,Androgen insensitivity syndrome,259.5,C0039585,5,Androgen-Insensitivity Syndrome,D013734,C0039585,7
Androgen insensitivity syndrome,259.51,C0039585,6,Androgen insensitivity syndrome,259.51,C0039585,6,Androgen-Insensitivity Syndrome,D013734,C0039585,7
Partial androgen insensitivity,259.52,C0268301,6,Androgen insensitivity syndrome,259.5,C0039585,5,Androgen-Insensitivity Syndrome,D013734,C0039585,7
Unspecified endocrine disorder,259.9,C0014130,5,Unspecified endocrine disorder,259.9,C0014130,5,Endocrine System Diseases,D004700,C0014130,4
Kwashiorkor,260,C0022806,4,NUTRITIONAL DEFICIENCIES,260-269.99,C0162429,3,Malnutrition,D044342,C0162429,6
NUTRITIONAL DEFICIENCIES,260-269.99,C0162429,3,NUTRITIONAL DEFICIENCIES,260-269.99,C0162429,3,Malnutrition,D044342,C0162429,6
Nutritional marasmus,261,C0086588,4,NUTRITIONAL DEFICIENCIES,260-269.99,C0162429,3,Malnutrition,D044342,C0162429,6
Other severe protein-calorie malnutrition,262,C0267981,4,NUTRITIONAL DEFICIENCIES,260-269.99,C0162429,3,Malnutrition,D044342,C0162429,6
Other and unspecified protein-calorie malnutrition,263,C0687762,4,NUTRITIONAL DEFICIENCIES,260-269.99,C0162429,3,Malnutrition,D044342,C0162429,6
Malnutrition of moderate degree,263.0,C0154227,5,NUTRITIONAL DEFICIENCIES,260-269.99,C0162429,3,Malnutrition,D044342,C0162429,6
Malnutrition of mild degree,263.1,C0154228,5,NUTRITIONAL DEFICIENCIES,260-269.99,C0162429,3,Malnutrition,D044342,C0162429,6
Arrested development following protein-calorie malnutrition,263.2,C0154229,5,NUTRITIONAL DEFICIENCIES,260-269.99,C0162429,3,Malnutrition,D044342,C0162429,6
Other protein-calorie malnutrition,263.8,C0154230,5,NUTRITIONAL DEFICIENCIES,260-269.99,C0162429,3,Malnutrition,D044342,C0162429,6
Unspecified protein-calorie malnutrition,263.9,C0033677,5,NUTRITIONAL DEFICIENCIES,260-269.99,C0162429,3,Malnutrition,D044342,C0162429,6
Vitamin A deficiency,264,C0042842,4,Vitamin A deficiency,264,C0042842,4,Vitamin A Deficiency,D014802,C0042842,9
Vitamin A deficiency with conjunctival xerosis,264.0,C0154231,5,Vitamin A deficiency,264,C0042842,4,Vitamin A Deficiency,D014802,C0042842,9
Vitamin A deficiency with conjunctival xerosis and Bitot's spot,264.1,C0154232,5,Vitamin A deficiency,264,C0042842,4,Vitamin A Deficiency,D014802,C0042842,9
Vitamin A deficiency with corneal xerosis,264.2,C0154233,5,Vitamin A deficiency,264,C0042842,4,Vitamin A Deficiency,D014802,C0042842,9
Vitamin A deficiency with corneal ulceration and xerosis,264.3,C0154234,5,Vitamin A deficiency,264,C0042842,4,Vitamin A Deficiency,D014802,C0042842,9
Vitamin A deficiency with keratomalacia,264.4,C0154235,5,Vitamin A deficiency,264,C0042842,4,Vitamin A Deficiency,D014802,C0042842,9
Vitamin A deficiency with night blindness,264.5,C0154236,5,Vitamin A deficiency,264,C0042842,4,Vitamin A Deficiency,D014802,C0042842,9
Vitamin A deficiency with xerophthalmic scars of cornea,264.6,C0154237,5,Vitamin A deficiency,264,C0042842,4,Vitamin A Deficiency,D014802,C0042842,9
Other ocular manifestations of vitamin A deficiency,264.7,C0154238,5,Vitamin A deficiency,264,C0042842,4,Vitamin A Deficiency,D014802,C0042842,9
Other manifestations of vitamin A deficiency,264.8,C0029665,5,Vitamin A deficiency,264,C0042842,4,Vitamin A Deficiency,D014802,C0042842,9
Unspecified vitamin A deficiency,264.9,C0042842,5,Unspecified vitamin A deficiency,264.9,C0042842,5,Vitamin A Deficiency,D014802,C0042842,9
Thiamine and niacin deficiency states,265,C0154239,4,NUTRITIONAL DEFICIENCIES,260-269.99,C0162429,3,Malnutrition,D044342,C0162429,6
Beriberi,265.0,C0005122,5,Beriberi,265.0,C0005122,5,Beriberi,D001602,C0005122,11
Other and unspecified manifestations of thiamine deficiency,265.1,C0029510,5,NUTRITIONAL DEFICIENCIES,260-269.99,C0162429,3,Malnutrition,D044342,C0162429,6
Pellagra,265.2,C0030783,5,NUTRITIONAL DEFICIENCIES,260-269.99,C0162429,3,Malnutrition,D044342,C0162429,6
Deficiency of B-complex components,266,C0042850,4,NUTRITIONAL DEFICIENCIES,260-269.99,C0162429,3,Malnutrition,D044342,C0162429,6
Ariboflavinosis,266.0,C0035528,5,Ariboflavinosis,266.0,C0035528,5,Riboflavin Deficiency,D012257,C0035528,10
Vitamin B6 deficiency,266.1,C0936215,5,Vitamin B6 deficiency,266.1,C0936215,5,Vitamin B 6 Deficiency,D026681,C0936215,10
Other B-complex deficiencies,266.2,C0029523,5,NUTRITIONAL DEFICIENCIES,260-269.99,C0162429,3,Malnutrition,D044342,C0162429,6
Unspecified vitamin B deficiency,266.9,C0042850,5,Unspecified vitamin B deficiency,266.9,C0042850,5,Vitamin B Deficiency,D014804,C0042850,9
